,path,label
2622,train\happy\Training_77873804.jpg,3
4552,train\neutral\Training_83615243.jpg,4
2943,train\happy\Training_82410521.jpg,3
2289,train\fear\Training_96280334.jpg,2
7272,train\surprise\Training_79842399.jpg,6
4432,train\neutral\Training_81211095.jpg,4
4366,train\neutral\Training_79622672.jpg,4
3086,train\happy\Training_84450422.jpg,3
7549,train\surprise\Training_89421614.jpg,6
2407,train\fear\Training_99136556.jpg,2
5167,train\neutral\Training_95384406.jpg,4
6239,train\sad\Training_90168332.jpg,5
5027,train\neutral\Training_92906434.jpg,4
409,train\angry\Training_90665996.jpg,0
6412,train\sad\Training_94216601.jpg,5
1588,train\fear\Training_79433306.jpg,2
2276,train\fear\Training_96061088.jpg,2
557,train\angry\Training_94448240.jpg,0
4462,train\neutral\Training_81696549.jpg,4
5334,train\neutral\Training_98911837.jpg,4
683,train\angry\Training_96885205.jpg,0
6336,train\sad\Training_92476314.jpg,5
4762,train\neutral\Training_87566609.jpg,4
7264,train\surprise\Training_79752274.jpg,6
7304,train\surprise\Training_80711663.jpg,6
2484,train\happy\Training_76186346.jpg,3
4619,train\neutral\Training_84872510.jpg,4
1135,train\disgust\Training_56843771.jpg,1
4252,train\neutral\Training_77499770.jpg,4
4057,train\happy\Training_97666920.jpg,3
7775,train\surprise\Training_96970066.jpg,6
1328,train\disgust\Training_94109747.jpg,1
2937,train\happy\Training_82326684.jpg,3
5144,train\neutral\Training_94918113.jpg,4
2525,train\happy\Training_76753501.jpg,3
3160,train\happy\Training_85624786.jpg,3
1969,train\fear\Training_88791820.jpg,2
5933,train\sad\Training_83654301.jpg,5
4680,train\neutral\Training_85990168.jpg,4
5970,train\sad\Training_84536727.jpg,5
1632,train\fear\Training_80643648.jpg,2
5934,train\sad\Training_83687453.jpg,5
2783,train\happy\Training_80039330.jpg,3
1586,train\fear\Training_79410571.jpg,2
1724,train\fear\Training_83157015.jpg,2
241,train\angry\Training_86407057.jpg,0
1029,train\disgust\Training_33540829.jpg,1
823,train\disgust\PrivateTest_36724992.jpg,1
3250,train\happy\Training_86622056.jpg,3
3806,train\happy\Training_94071994.jpg,3
1529,train\fear\Training_78008435.jpg,2
1869,train\fear\Training_86218505.jpg,2
3723,train\happy\Training_92971418.jpg,3
3867,train\happy\Training_94989428.jpg,3
7829,train\surprise\Training_98472640.jpg,6
7227,train\surprise\Training_78766371.jpg,6
569,train\angry\Training_94672988.jpg,0
4020,train\happy\Training_97095549.jpg,3
6689,train\sad\Training_99860551.jpg,5
478,train\angry\Training_92541764.jpg,0
2254,train\fear\Training_95370818.jpg,2
140,train\angry\Training_83935491.jpg,0
2305,train\fear\Training_96660982.jpg,2
1592,train\fear\Training_79542307.jpg,2
2182,train\fear\Training_93868143.jpg,2
2236,train\fear\Training_94971522.jpg,2
3555,train\happy\Training_90784717.jpg,3
6528,train\sad\Training_96365852.jpg,5
6175,train\sad\Training_88635614.jpg,5
3431,train\happy\Training_88916891.jpg,3
1548,train\fear\Training_78453520.jpg,2
6616,train\sad\Training_98283478.jpg,5
7766,train\surprise\Training_96670821.jpg,6
4774,train\neutral\Training_87766846.jpg,4
7228,train\surprise\Training_78871355.jpg,6
1855,train\fear\Training_85932927.jpg,2
7203,train\surprise\Training_77925727.jpg,6
7718,train\surprise\Training_95007623.jpg,6
3180,train\happy\Training_85865229.jpg,3
3331,train\happy\Training_87721298.jpg,3
7315,train\surprise\Training_81294812.jpg,6
6287,train\sad\Training_91170294.jpg,5
3011,train\happy\Training_83420722.jpg,3
4073,train\happy\Training_97858008.jpg,3
1519,train\fear\Training_77770159.jpg,2
5878,train\sad\Training_82304403.jpg,5
2191,train\fear\Training_94068464.jpg,2
5332,train\neutral\Training_98900042.jpg,4
2403,train\fear\Training_99094998.jpg,2
1788,train\fear\Training_84401230.jpg,2
5097,train\neutral\Training_94217704.jpg,4
6761,train\surprise\Training_65542991.jpg,6
2440,train\fear\Training_99878816.jpg,2
951,train\disgust\Training_15104479.jpg,1
3105,train\happy\Training_84694346.jpg,3
4079,train\happy\Training_97948443.jpg,3
1130,train\disgust\Training_55610052.jpg,1
5118,train\neutral\Training_94457993.jpg,4
3998,train\happy\Training_96731502.jpg,3
3855,train\happy\Training_94841718.jpg,3
7520,train\surprise\Training_88503708.jpg,6
7402,train\surprise\Training_84881220.jpg,6
2535,train\happy\Training_76853785.jpg,3
3638,train\happy\Training_91789459.jpg,3
1773,train\fear\Training_84171282.jpg,2
6788,train\surprise\Training_66177919.jpg,6
3239,train\happy\Training_86500138.jpg,3
6812,train\surprise\Training_66895365.jpg,6
7122,train\surprise\Training_75715301.jpg,6
4165,train\happy\Training_99191880.jpg,3
4289,train\neutral\Training_78193255.jpg,4
6333,train\sad\Training_92361552.jpg,5
5186,train\neutral\Training_95951240.jpg,4
1427,train\fear\Training_75674207.jpg,2
5168,train\neutral\Training_95419069.jpg,4
7828,train\surprise\Training_98447563.jpg,6
4583,train\neutral\Training_84228784.jpg,4
4147,train\happy\Training_98998862.jpg,3
4529,train\neutral\Training_83161388.jpg,4
2002,train\fear\Training_89643824.jpg,2
7592,train\surprise\Training_90795524.jpg,6
7000,train\surprise\Training_71658995.jpg,6
6628,train\sad\Training_98576393.jpg,5
3592,train\happy\Training_91255096.jpg,3
1278,train\disgust\Training_83397899.jpg,1
566,train\angry\Training_94638644.jpg,0
6675,train\sad\Training_99625114.jpg,5
496,train\angry\Training_93032281.jpg,0
3696,train\happy\Training_92578622.jpg,3
4238,train\neutral\Training_77185356.jpg,4
4491,train\neutral\Training_82253395.jpg,4
4807,train\neutral\Training_88418791.jpg,4
7527,train\surprise\Training_88818523.jpg,6
3687,train\happy\Training_92471970.jpg,3
6256,train\sad\Training_90711542.jpg,5
1834,train\fear\Training_85441749.jpg,2
886,train\disgust\PublicTest_41633403.jpg,1
7691,train\surprise\Training_93944440.jpg,6
100,train\angry\Training_82666051.jpg,0
2809,train\happy\Training_80332648.jpg,3
1752,train\fear\Training_83789623.jpg,2
4501,train\neutral\Training_82508797.jpg,4
2098,train\fear\Training_92095105.jpg,2
4384,train\neutral\Training_79965780.jpg,4
7719,train\surprise\Training_95045198.jpg,6
5624,train\sad\Training_77355699.jpg,5
371,train\angry\Training_89804930.jpg,0
6016,train\sad\Training_85286878.jpg,5
3711,train\happy\Training_92812029.jpg,3
2503,train\happy\Training_76466865.jpg,3
5973,train\sad\Training_84569556.jpg,5
2337,train\fear\Training_97580479.jpg,2
3850,train\happy\Training_94686876.jpg,3
633,train\angry\Training_95956412.jpg,0
3147,train\happy\Training_85396939.jpg,3
1594,train\fear\Training_79677247.jpg,2
265,train\angry\Training_87234323.jpg,0
779,train\angry\Training_99393166.jpg,0
7573,train\surprise\Training_90167636.jpg,6
2836,train\happy\Training_80739251.jpg,3
7696,train\surprise\Training_94164371.jpg,6
3337,train\happy\Training_87786807.jpg,3
6602,train\sad\Training_98005812.jpg,5
4129,train\happy\Training_98747736.jpg,3
2029,train\fear\Training_90390677.jpg,2
3332,train\happy\Training_87743582.jpg,3
6080,train\sad\Training_86574536.jpg,5
86,train\angry\Training_82276346.jpg,0
884,train\disgust\PublicTest_39191720.jpg,1
4478,train\neutral\Training_82040440.jpg,4
3503,train\happy\Training_90045194.jpg,3
3705,train\happy\Training_92753355.jpg,3
4900,train\neutral\Training_90584276.jpg,4
6296,train\sad\Training_91413690.jpg,5
6357,train\sad\Training_92952502.jpg,5
3985,train\happy\Training_96528620.jpg,3
1341,train\disgust\Training_96734926.jpg,1
4135,train\happy\Training_98825791.jpg,3
6073,train\sad\Training_86400506.jpg,5
3575,train\happy\Training_90959408.jpg,3
3206,train\happy\Training_86109453.jpg,3
2135,train\fear\Training_92806518.jpg,2
3586,train\happy\Training_91111043.jpg,3
4504,train\neutral\Training_82611537.jpg,4
812,train\angry\Training_99982465.jpg,0
675,train\angry\Training_96772745.jpg,0
7398,train\surprise\Training_84734383.jpg,6
7096,train\surprise\Training_74855714.jpg,6
1306,train\disgust\Training_8937293.jpg,1
503,train\angry\Training_93241466.jpg,0
5881,train\sad\Training_82398083.jpg,5
1496,train\fear\Training_77332721.jpg,2
327,train\angry\Training_88768152.jpg,0
7462,train\surprise\Training_86960035.jpg,6
5498,train\sad\Training_74600155.jpg,5
900,train\disgust\PublicTest_67559665.jpg,1
1521,train\fear\Training_77858111.jpg,2
7443,train\surprise\Training_86143691.jpg,6
185,train\angry\Training_84902226.jpg,0
1369,train\fear\Training_74346145.jpg,2
6193,train\sad\Training_89092222.jpg,5
7200,train\surprise\Training_77840539.jpg,6
143,train\angry\Training_83988893.jpg,0
6451,train\sad\Training_94864652.jpg,5
4072,train\happy\Training_97834497.jpg,3
4019,train\happy\Training_97064054.jpg,3
2425,train\fear\Training_99620119.jpg,2
3541,train\happy\Training_90524228.jpg,3
6590,train\sad\Training_97817509.jpg,5
1096,train\disgust\Training_49158638.jpg,1
1396,train\fear\Training_74861949.jpg,2
6520,train\sad\Training_96226908.jpg,5
205,train\angry\Training_85411017.jpg,0
1830,train\fear\Training_85358794.jpg,2
3193,train\happy\Training_85985794.jpg,3
5226,train\neutral\Training_96926453.jpg,4
6273,train\sad\Training_90894957.jpg,5
3185,train\happy\Training_85923653.jpg,3
1637,train\fear\Training_80735344.jpg,2
1574,train\fear\Training_79151250.jpg,2
4426,train\neutral\Training_81085012.jpg,4
122,train\angry\Training_83505715.jpg,0
2711,train\happy\Training_79164191.jpg,3
3539,train\happy\Training_90508265.jpg,3
1494,train\fear\Training_77272441.jpg,2
7085,train\surprise\Training_74664838.jpg,6
1636,train\fear\Training_80692241.jpg,2
6274,train\sad\Training_90922497.jpg,5
4348,train\neutral\Training_79208938.jpg,4
3758,train\happy\Training_93455860.jpg,3
6369,train\sad\Training_93173045.jpg,5
7747,train\surprise\Training_95989089.jpg,6
4271,train\neutral\Training_77958797.jpg,4
868,train\disgust\PublicTest_11387162.jpg,1
3415,train\happy\Training_88661566.jpg,3
6310,train\sad\Training_91740809.jpg,5
6284,train\sad\Training_91153041.jpg,5
6254,train\sad\Training_90556381.jpg,5
621,train\angry\Training_95669204.jpg,0
7707,train\surprise\Training_94690773.jpg,6
1723,train\fear\Training_83137894.jpg,2
4775,train\neutral\Training_87862517.jpg,4
1626,train\fear\Training_80609503.jpg,2
4544,train\neutral\Training_83348428.jpg,4
7759,train\surprise\Training_96475488.jpg,6
1965,train\fear\Training_88714175.jpg,2
1216,train\disgust\Training_73744534.jpg,1
6920,train\surprise\Training_69667975.jpg,6
7531,train\surprise\Training_88959397.jpg,6
5798,train\sad\Training_80881868.jpg,5
5176,train\neutral\Training_95715005.jpg,4
4528,train\neutral\Training_83129317.jpg,4
5008,train\neutral\Training_92467249.jpg,4
3841,train\happy\Training_94572432.jpg,3
3710,train\happy\Training_92805896.jpg,3
7259,train\surprise\Training_79596607.jpg,6
2004,train\fear\Training_89657133.jpg,2
5292,train\neutral\Training_98084650.jpg,4
2780,train\happy\Training_80006952.jpg,3
1758,train\fear\Training_83912451.jpg,2
271,train\angry\Training_87452062.jpg,0
1697,train\fear\Training_82256614.jpg,2
7866,train\surprise\Training_99441101.jpg,6
1210,train\disgust\Training_71184114.jpg,1
2351,train\fear\Training_97995491.jpg,2
564,train\angry\Training_94525058.jpg,0
4025,train\happy\Training_97202981.jpg,3
562,train\angry\Training_94481177.jpg,0
2735,train\happy\Training_79480523.jpg,3
5317,train\neutral\Training_98631668.jpg,4
2384,train\fear\Training_98802758.jpg,2
334,train\angry\Training_88999463.jpg,0
6886,train\surprise\Training_68618109.jpg,6
5604,train\sad\Training_76791590.jpg,5
4074,train\happy\Training_97903432.jpg,3
2283,train\fear\Training_96188372.jpg,2
7804,train\surprise\Training_98062605.jpg,6
6719,train\surprise\Training_64150248.jpg,6
6103,train\sad\Training_87167810.jpg,5
7389,train\surprise\Training_84340809.jpg,6
7204,train\surprise\Training_77933333.jpg,6
3521,train\happy\Training_90303395.jpg,3
5269,train\neutral\Training_97625645.jpg,4
2170,train\fear\Training_93522834.jpg,2
2222,train\fear\Training_94700317.jpg,2
1648,train\fear\Training_80899072.jpg,2
6851,train\surprise\Training_68005979.jpg,6
6358,train\sad\Training_92970401.jpg,5
1863,train\fear\Training_86090296.jpg,2
2295,train\fear\Training_96466366.jpg,2
4522,train\neutral\Training_83041331.jpg,4
4551,train\neutral\Training_83614259.jpg,4
4567,train\neutral\Training_83955419.jpg,4
1332,train\disgust\Training_9567515.jpg,1
4028,train\happy\Training_97242833.jpg,3
5810,train\sad\Training_81075199.jpg,5
5902,train\sad\Training_82847117.jpg,5
3294,train\happy\Training_87163842.jpg,3
4223,train\neutral\Training_76950829.jpg,4
3953,train\happy\Training_96258872.jpg,3
412,train\angry\Training_90793518.jpg,0
3530,train\happy\Training_90354035.jpg,3
6007,train\sad\Training_85132451.jpg,5
5110,train\neutral\Training_94342256.jpg,4
1864,train\fear\Training_86101318.jpg,2
373,train\angry\Training_89962650.jpg,0
2238,train\fear\Training_95094123.jpg,2
3380,train\happy\Training_88266255.jpg,3
5997,train\sad\Training_85014842.jpg,5
2047,train\fear\Training_90746169.jpg,2
6746,train\surprise\Training_65002127.jpg,6
59,train\angry\Training_81707351.jpg,0
5944,train\sad\Training_83910178.jpg,5
3830,train\happy\Training_94401596.jpg,3
5963,train\sad\Training_84349877.jpg,5
4908,train\neutral\Training_90710534.jpg,4
3844,train\happy\Training_94618226.jpg,3
6548,train\sad\Training_96925171.jpg,5
4912,train\neutral\Training_90745048.jpg,4
6398,train\sad\Training_93845610.jpg,5
2054,train\fear\Training_90938861.jpg,2
1235,train\disgust\Training_76503162.jpg,1
6519,train\sad\Training_96211715.jpg,5
6599,train\sad\Training_97972326.jpg,5
6835,train\surprise\Training_67530200.jpg,6
2573,train\happy\Training_77311061.jpg,3
4090,train\happy\Training_98117808.jpg,3
5402,train\sad\Training_72723295.jpg,5
5155,train\neutral\Training_95145649.jpg,4
5987,train\sad\Training_84870227.jpg,5
4509,train\neutral\Training_82702085.jpg,4
5812,train\sad\Training_81101893.jpg,5
533,train\angry\Training_94007493.jpg,0
5799,train\sad\Training_80890988.jpg,5
883,train\disgust\PublicTest_37923555.jpg,1
5830,train\sad\Training_81316164.jpg,5
7552,train\surprise\Training_89511690.jpg,6
3917,train\happy\Training_95673040.jpg,3
7174,train\surprise\Training_76930529.jpg,6
4302,train\neutral\Training_78422938.jpg,4
7068,train\surprise\Training_73971476.jpg,6
2890,train\happy\Training_81687060.jpg,3
156,train\angry\Training_84261686.jpg,0
7492,train\surprise\Training_87792027.jpg,6
148,train\angry\Training_84102384.jpg,0
7826,train\surprise\Training_98409862.jpg,6
5165,train\neutral\Training_95315789.jpg,4
845,train\disgust\PrivateTest_71031546.jpg,1
7637,train\surprise\Training_92094191.jpg,6
5354,train\neutral\Training_99304553.jpg,4
6760,train\surprise\Training_65534369.jpg,6
6495,train\sad\Training_95768073.jpg,5
6420,train\sad\Training_94332412.jpg,5
2422,train\fear\Training_99522155.jpg,2
5612,train\sad\Training_77050371.jpg,5
5023,train\neutral\Training_92740138.jpg,4
771,train\angry\Training_99064030.jpg,0
5448,train\sad\Training_73563278.jpg,5
4180,train\happy\Training_99450229.jpg,3
1991,train\fear\Training_89320674.jpg,2
7152,train\surprise\Training_76474885.jpg,6
4027,train\happy\Training_97223743.jpg,3
1573,train\fear\Training_79140997.jpg,2
3632,train\happy\Training_91667933.jpg,3
6337,train\sad\Training_92478346.jpg,5
5497,train\sad\Training_74579668.jpg,5
4630,train\neutral\Training_84998607.jpg,4
3604,train\happy\Training_91377101.jpg,3
7391,train\surprise\Training_84410180.jpg,6
505,train\angry\Training_93302959.jpg,0
495,train\angry\Training_93010262.jpg,0
78,train\angry\Training_82152293.jpg,0
7323,train\surprise\Training_81607578.jpg,6
6807,train\surprise\Training_66763871.jpg,6
193,train\angry\Training_85077933.jpg,0
7027,train\surprise\Training_72864033.jpg,6
3159,train\happy\Training_85623772.jpg,3
7009,train\surprise\Training_72027960.jpg,6
744,train\angry\Training_98547173.jpg,0
6065,train\sad\Training_86280256.jpg,5
5307,train\neutral\Training_98470407.jpg,4
6770,train\surprise\Training_65806289.jpg,6
5627,train\sad\Training_77375068.jpg,5
987,train\disgust\Training_24592307.jpg,1
827,train\disgust\PrivateTest_3929526.jpg,1
5193,train\neutral\Training_96059763.jpg,4
2867,train\happy\Training_81274260.jpg,3
9,train\angry\Training_80830471.jpg,0
5952,train\sad\Training_84082932.jpg,5
4749,train\neutral\Training_87183879.jpg,4
4706,train\neutral\Training_86526370.jpg,4
4923,train\neutral\Training_90977291.jpg,4
200,train\angry\Training_85239582.jpg,0
6838,train\surprise\Training_67571165.jpg,6
4891,train\neutral\Training_90451774.jpg,4
43,train\angry\Training_81438547.jpg,0
6604,train\sad\Training_98023468.jpg,5
1025,train\disgust\Training_33037753.jpg,1
6463,train\sad\Training_95084784.jpg,5
437,train\angry\Training_91506083.jpg,0
4983,train\neutral\Training_92058066.jpg,4
279,train\angry\Training_87585055.jpg,0
1602,train\fear\Training_79893747.jpg,2
5380,train\neutral\Training_99917717.jpg,4
3849,train\happy\Training_94660472.jpg,3
3655,train\happy\Training_92102765.jpg,3
1874,train\fear\Training_86359726.jpg,2
4839,train\neutral\Training_89014555.jpg,4
3341,train\happy\Training_87843419.jpg,3
499,train\angry\Training_93157085.jpg,0
5384,train\sad\Training_72395127.jpg,5
6645,train\sad\Training_98802032.jpg,5
1901,train\fear\Training_87062150.jpg,2
6483,train\sad\Training_95537304.jpg,5
3473,train\happy\Training_89460378.jpg,3
3606,train\happy\Training_91397715.jpg,3
6727,train\surprise\Training_64354339.jpg,6
2664,train\happy\Training_78430531.jpg,3
725,train\angry\Training_98013078.jpg,0
5024,train\neutral\Training_92776104.jpg,4
1383,train\fear\Training_74641136.jpg,2
5112,train\neutral\Training_94367966.jpg,4
6344,train\sad\Training_92757705.jpg,5
1837,train\fear\Training_85508903.jpg,2
1200,train\disgust\Training_69367360.jpg,1
2712,train\happy\Training_79168299.jpg,3
4187,train\happy\Training_99605415.jpg,3
7698,train\surprise\Training_94234220.jpg,6
7352,train\surprise\Training_82725652.jpg,6
4585,train\neutral\Training_84264702.jpg,4
6737,train\surprise\Training_64638110.jpg,6
6068,train\sad\Training_86320166.jpg,5
1853,train\fear\Training_85912973.jpg,2
